Date,Team,Win,Loss,Tie,Diff,Division,Cum_Win,Cum_Loss,Cum_Tie,Cum_Diff,Season,Standing
02-06-2026,A-06 Red Bottoms,2,1,1,9.0,A,3,4,1,-4.0,Spring,12
02-06-2026,A-14 ROYGDig,0,3,1,-26.0,A,3,4,1,-17.0,Spring,13
02-06-2026,A-04,1,3,0,-35.0,A,3,4,1,-29.0,Spring,14
02-06-2026,A-12 Mint Condition,3,1,0,30.0,A,3,5,0,5.0,Spring,15
02-06-2026,A-03 Chromatic Chaos,1,3,0,-16.0,A,3,5,0,-20.0,Spring,16
02-06-2026,A-09 Serve the Rainbow,2,2,0,-3.0,A,3,5,0,-24.0,Spring,17
02-06-2026,A-17 Brown Beaver Baddies,1,3,0,-27.0,A,1,6,1,-42.0,Spring,18
02-20-2026,A-16 50 Shades of Slay,3,1,0,11.0,A,9,3,0,15.0,Spring,1
02-20-2026,A-01 Hue’s Your Daddy,3,1,0,2.0,A,8,3,1,26.0,Spring,2
02-20-2026,A-05 Send Nudes,4,0,0,23.0,A,8,4,0,31.0,Spring,3
02-20-2026,A-07 Orange You Glad We Serve,3,1,0,21.0,A,8,4,0,19.0,Spring,4
02-20-2026,A-18 Rosebuds,3,0,1,19.0,A,7,4,1,32.0,Spring,5
02-20-2026,A-10,3,1,0,25.0,A,7,5,0,43.0,Spring,6
02-20-2026,A-15 Spikadelic,2,2,0,-6.0,A,6,5,1,3.0,Spring,7
02-20-2026,A-13 Blue Ball Control,2,2,0,14.0,A,6,6,0,23.0,Spring,8
02-20-2026,A-11 Paint the Town Red,1,3,0,-19.0,A,6,6,0,-15.0,Spring,9
02-20-2026,A-02 Fifty Shades of Gay,1,3,0,-4.0,A,5,6,1,23.0,Spring,10
02-20-2026,A-08 Crayon Crunchers,1,3,0,-12.0,A,5,6,1,5.0,Spring,11
02-20-2026,A-04,2,2,0,-2.0,A,5,6,1,-31.0,Spring,12
02-20-2026,A-14 ROYGDig,1,2,1,-7.0,A,4,6,2,-24.0,Spring,13
02-20-2026,A-06 Red Bottoms,1,3,0,-28.0,A,4,7,1,-32.0,Spring,14
02-20-2026,A-12 Mint Condition,1,3,0,-16.0,A,4,8,0,-11.0,Spring,15
02-20-2026,A-09 Serve the Rainbow,1,3,0,-9.0,A,4,8,0,-33.0,Spring,16
02-20-2026,A-03 Chromatic Chaos,1,3,0,-19.0,A,4,8,0,-39.0,Spring,17
02-20-2026,A-17 Brown Beaver Baddies,2,2,0,7.0,A,3,8,1,-35.0,Spring,18
02-27-2026,A-16 50 Shades of Slay,0,0,0,0.0,A,9,3,0,15.0,Spring,1
02-27-2026,A-01 Hue’s Your Daddy,0,0,0,0.0,A,8,3,1,26.0,Spring,2
02-27-2026,A-05 Send Nudes,0,0,0,0.0,A,8,4,0,31.0,Spring,3
02-27-2026,A-07 Orange You Glad We Serve,0,0,0,0.0,A,8,4,0,19.0,Spring,4
02-27-2026,A-18 Rosebuds,0,0,0,0.0,A,7,4,1,32.0,Spring,5
02-27-2026,A-10,0,0,0,0.0,A,7,5,0,43.0,Spring,6
02-27-2026,A-15 Spikadelic,0,0,0,0.0,A,6,5,1,3.0,Spring,7
02-27-2026,A-13 Blue Ball Control,0,0,0,0.0,A,6,6,0,23.0,Spring,8
02-27-2026,A-11 Paint the Town Red,0,0,0,0.0,A,6,6,0,-15.0,Spring,9
02-27-2026,A-02 Fifty Shades of Gay,0,0,0,0.0,A,5,6,1,23.0,Spring,10
02-27-2026,A-08 Crayon Crunchers,0,0,0,0.0,A,5,6,1,5.0,Spring,11
02-27-2026,A-04,0,0,0,0.0,A,5,6,1,-31.0,Spring,12
02-27-2026,A-14 ROYGDig,0,0,0,0.0,A,4,6,2,-24.0,Spring,13
02-27-2026,A-06 Red Bottoms,0,0,0,0.0,A,4,7,1,-32.0,Spring,14
02-27-2026,A-12 Mint Condition,0,0,0,0.0,A,4,8,0,-11.0,Spring,15
02-27-2026,A-09 Serve the Rainbow,0,0,0,0.0,A,4,8,0,-33.0,Spring,16
02-27-2026,A-03 Chromatic Chaos,0,0,0,0.0,A,4,8,0,-39.0,Spring,17
02-27-2026,A-17 Brown Beaver Baddies,0,0,0,0.0,A,3,8,1,-35.0,Spring,18
03-06-2026,A-07 Orange You Glad We Serve,4,0,0,28.0,A,12,4,0,47.0,Spring,1
03-06-2026,A-05 Send Nudes,3,1,0,6.0,A,11,5,0,37.0,Spring,2
03-06-2026,A-18 Rosebuds,3,1,0,10.0,A,10,5,1,42.0,Spring,3
03-06-2026,A-10,3,1,0,22.0,A,10,6,0,65.0,Spring,4
03-06-2026,A-15 Spikadelic,3,1,0,36.0,A,9,6,1,39.0,Spring,5
03-06-2026,A-16 50 Shades of Slay,0,4,0,-14.0,A,9,7,0,1.0,Spring,6
03-06-2026,A-08 Crayon Crunchers,3,0,1,16.0,A,8,6,2,21.0,Spring,7
03-06-2026,A-01 Hue’s Your Daddy,0,4,0,-28.0,A,8,7,1,-2.0,Spring,8
03-06-2026,A-11 Paint the Town Red,2,2,0,3.0,A,8,8,0,-12.0,Spring,9
03-06-2026,A-14 ROYGDig,3,1,0,-4.0,A,7,7,2,-28.0,Spring,10
03-06-2026,A-02 Fifty Shades of Gay,2,2,0,11.0,A,7,8,1,34.0,Spring,11
03-06-2026,A-13 Blue Ball Control,1,3,0,-7.0,A,7,9,0,16.0,Spring,12
03-06-2026,A-06 Red Bottoms,2,1,1,-2.0,A,6,8,2,-34.0,Spring,13
03-06-2026,A-12 Mint Condition,2,2,0,0.0,A,6,10,0,-11.0,Spring,14
03-06-2026,A-09 Serve the Rainbow,2,2,0,3.0,A,6,10,0,-30.0,Spring,15
03-06-2026,A-03 Chromatic Chaos,2,2,0,-6.0,A,6,10,0,-45.0,Spring,16
03-06-2026,A-04,0,4,0,-28.0,A,5,10,1,-59.0,Spring,17
03-06-2026,A-17 Brown Beaver Baddies,0,4,0,-46.0,A,3,12,1,-81.0,Spring,18
03-20-2026,A-07 Orange You Glad We Serve,0,0,0,0.0,A,12,4,0,47.0,Spring,1
03-20-2026,A-05 Send Nudes,0,0,0,0.0,A,11,5,0,37.0,Spring,2
03-20-2026,A-18 Rosebuds,0,0,0,0.0,A,10,5,1,42.0,Spring,3
03-20-2026,A-10,0,0,0,0.0,A,10,6,0,65.0,Spring,4
03-20-2026,A-15 Spikadelic,0,0,0,0.0,A,9,6,1,39.0,Spring,5
03-20-2026,A-16 50 Shades of Slay,0,0,0,0.0,A,9,7,0,1.0,Spring,6
03-20-2026,A-08 Crayon Crunchers,0,0,0,0.0,A,8,6,2,21.0,Spring,7
03-20-2026,A-01 Hue’s Your Daddy,0,0,0,0.0,A,8,7,1,-2.0,Spring,8
03-20-2026,A-11 Paint the Town Red,0,0,0,0.0,A,8,8,0,-12.0,Spring,9
03-20-2026,A-14 ROYGDig,0,0,0,0.0,A,7,7,2,-28.0,Spring,10
03-20-2026,A-02 Fifty Shades of Gay,0,0,0,0.0,A,7,8,1,34.0,Spring,11
03-20-2026,A-13 Blue Ball Control,0,0,0,0.0,A,7,9,0,16.0,Spring,12
03-20-2026,A-06 Red Bottoms,0,0,0,0.0,A,6,8,2,-34.0,Spring,13
03-20-2026,A-12 Mint Condition,0,0,0,0.0,A,6,10,0,-11.0,Spring,14
03-20-2026,A-09 Serve the Rainbow,0,0,0,0.0,A,6,10,0,-30.0,Spring,15
03-20-2026,A-03 Chromatic Chaos,0,0,0,0.0,A,6,10,0,-45.0,Spring,16
03-20-2026,A-04,0,0,0,0.0,A,5,10,1,-59.0,Spring,17
03-20-2026,A-17 Brown Beaver Baddies,0,0,0,0.0,A,3,12,1,-81.0,Spring,18
03-27-2026,A-07 Orange You Glad We Serve,0,0,0,0.0,A,12,4,0,47.0,Spring,1
03-27-2026,A-05 Send Nudes,0,0,0,0.0,A,11,5,0,37.0,Spring,2
03-27-2026,A-18 Rosebuds,0,0,0,0.0,A,10,5,1,42.0,Spring,3
03-27-2026,A-10,0,0,0,0.0,A,10,6,0,65.0,Spring,4
03-27-2026,A-15 Spikadelic,0,0,0,0.0,A,9,6,1,39.0,Spring,5
03-27-2026,A-16 50 Shades of Slay,0,0,0,0.0,A,9,7,0,1.0,Spring,6
03-27-2026,A-08 Crayon Crunchers,0,0,0,0.0,A,8,6,2,21.0,Spring,7
03-27-2026,A-01 Hue’s Your Daddy,0,0,0,0.0,A,8,7,1,-2.0,Spring,8
03-27-2026,A-11 Paint the Town Red,0,0,0,0.0,A,8,8,0,-12.0,Spring,9
03-27-2026,A-14 ROYGDig,0,0,0,0.0,A,7,7,2,-28.0,Spring,10
03-27-2026,A-02 Fifty Shades of Gay,0,0,0,0.0,A,7,8,1,34.0,Spring,11
03-27-2026,A-13 Blue Ball Control,0,0,0,0.0,A,7,9,0,16.0,Spring,12
03-27-2026,A-06 Red Bottoms,0,0,0,0.0,A,6,8,2,-34.0,Spring,13
03-27-2026,A-12 Mint Condition,0,0,0,0.0,A,6,10,0,-11.0,Spring,14
03-27-2026,A-09 Serve the Rainbow,0,0,0,0.0,A,6,10,0,-30.0,Spring,15
03-27-2026,A-03 Chromatic Chaos,0,0,0,0.0,A,6,10,0,-45.0,Spring,16
03-27-2026,A-04,0,0,0,0.0,A,5,10,1,-59.0,Spring,17
03-27-2026,A-17 Brown Beaver Baddies,0,0,0,0.0,A,3,12,1,-81.0,Spring,18
04-10-2026,A-07 Orange You Glad We Serve,0,0,0,0.0,A,12,4,0,47.0,Spring,1
04-10-2026,A-05 Send Nudes,0,0,0,0.0,A,11,5,0,37.0,Spring,2
04-10-2026,A-18 Rosebuds,0,0,0,0.0,A,10,5,1,42.0,Spring,3
04-10-2026,A-10,0,0,0,0.0,A,10,6,0,65.0,Spring,4
04-10-2026,A-15 Spikadelic,0,0,0,0.0,A,9,6,1,39.0,Spring,5
04-10-2026,A-16 50 Shades of Slay,0,0,0,0.0,A,9,7,0,1.0,Spring,6
04-10-2026,A-08 Crayon Crunchers,0,0,0,0.0,A,8,6,2,21.0,Spring,7
04-10-2026,A-01 Hue’s Your Daddy,0,0,0,0.0,A,8,7,1,-2.0,Spring,8
04-10-2026,A-11 Paint the Town Red,0,0,0,0.0,A,8,8,0,-12.0,Spring,9
04-10-2026,A-14 ROYGDig,0,0,0,0.0,A,7,7,2,-28.0,Spring,10
04-10-2026,A-02 Fifty Shades of Gay,0,0,0,0.0,A,7,8,1,34.0,Spring,11
04-10-2026,A-13 Blue Ball Control,0,0,0,0.0,A,7,9,0,16.0,Spring,12
04-10-2026,A-06 Red Bottoms,0,0,0,0.0,A,6,8,2,-34.0,Spring,13
04-10-2026,A-12 Mint Condition,0,0,0,0.0,A,6,10,0,-11.0,Spring,14
04-10-2026,A-09 Serve the Rainbow,0,0,0,0.0,A,6,10,0,-30.0,Spring,15
04-10-2026,A-03 Chromatic Chaos,0,0,0,0.0,A,6,10,0,-45.0,Spring,16
04-10-2026,A-04,0,0,0,0.0,A,5,10,1,-59.0,Spring,17
04-10-2026,A-17 Brown Beaver Baddies,0,0,0,0.0,A,3,12,1,-81.0,Spring,18
04-17-2026,A-07 Orange You Glad We Serve,0,0,0,0.0,A,12,4,0,47.0,Spring,1
04-17-2026,A-05 Send Nudes,0,0,0,0.0,A,11,5,0,37.0,Spring,2
04-17-2026,A-18 Rosebuds,0,0,0,0.0,A,10,5,1,42.0,Spring,3
04-17-2026,A-10,0,0,0,0.0,A,10,6,0,65.0,Spring,4
04-17-2026,A-15 Spikadelic,0,0,0,0.0,A,9,6,1,39.0,Spring,5
04-17-2026,A-16 50 Shades of Slay,0,0,0,0.0,A,9,7,0,1.0,Spring,6
04-17-2026,A-08 Crayon Crunchers,0,0,0,0.0,A,8,6,2,21.0,Spring,7
04-17-2026,A-01 Hue’s Your Daddy,0,0,0,0.0,A,8,7,1,-2.0,Spring,8
04-17-2026,A-11 Paint the Town Red,0,0,0,0.0,A,8,8,0,-12.0,Spring,9
04-17-2026,A-14 ROYGDig,0,0,0,0.0,A,7,7,2,-28.0,Spring,10
04-17-2026,A-02 Fifty Shades of Gay,0,0,0,0.0,A,7,8,1,34.0,Spring,11
04-17-2026,A-13 Blue Ball Control,0,0,0,0.0,A,7,9,0,16.0,Spring,12
04-17-2026,A-06 Red Bottoms,0,0,0,0.0,A,6,8,2,-34.0,Spring,13
04-17-2026,A-12 Mint Condition,0,0,0,0.0,A,6,10,0,-11.0,Spring,14
04-17-2026,A-09 Serve the Rainbow,0,0,0,0.0,A,6,10,0,-30.0,Spring,15
04-17-2026,A-03 Chromatic Chaos,0,0,0,0.0,A,6,10,0,-45.0,Spring,16
04-17-2026,A-04,0,0,0,0.0,A,5,10,1,-59.0,Spring,17
04-17-2026,A-17 Brown Beaver Baddies,0,0,0,0.0,A,3,12,1,-81.0,Spring,18
04-24-2026,A-07 Orange You Glad We Serve,0,0,0,0.0,A,12,4,0,47.0,Spring,1
04-24-2026,A-05 Send Nudes,0,0,0,0.0,A,11,5,0,37.0,Spring,2
04-24-2026,A-18 Rosebuds,0,0,0,0.0,A,10,5,1,42.0,Spring,3
04-24-2026,A-10,0,0,0,0.0,A,10,6,0,65.0,Spring,4
04-24-2026,A-15 Spikadelic,0,0,0,0.0,A,9,6,1,39.0,Spring,5
04-24-2026,A-16 50 Shades of Slay,0,0,0,0.0,A,9,7,0,1.0,Spring,6
04-24-2026,A-08 Crayon Crunchers,0,0,0,0.0,A,8,6,2,21.0,Spring,7
04-24-2026,A-01 Hue’s Your Daddy,0,0,0,0.0,A,8,7,1,-2.0,Spring,8
04-24-2026,A-11 Paint the Town Red,0,0,0,0.0,A,8,8,0,-12.0,Spring,9
04-24-2026,A-14 ROYGDig,0,0,0,0.0,A,7,7,2,-28.0,Spring,10
04-24-2026,A-02 Fifty Shades of Gay,0,0,0,0.0,A,7,8,1,34.0,Spring,11
04-24-2026,A-13 Blue Ball Control,0,0,0,0.0,A,7,9,0,16.0,Spring,12
04-24-2026,A-06 Red Bottoms,0,0,0,0.0,A,6,8,2,-34.0,Spring,13
04-24-2026,A-12 Mint Condition,0,0,0,0.0,A,6,10,0,-11.0,Spring,14
04-24-2026,A-09 Serve the Rainbow,0,0,0,0.0,A,6,10,0,-30.0,Spring,15
04-24-2026,A-03 Chromatic Chaos,0,0,0,0.0,A,6,10,0,-45.0,Spring,16
04-24-2026,A-04,0,0,0,0.0,A,5,10,1,-59.0,Spring,17
04-24-2026,A-17 Brown Beaver Baddies,0,0,0,0.0,A,3,12,1,-81.0,Spring,18
01-23-2026,"C-03 Sugar, Spike and",0,0,0,0.0,C,0,0,0,0.0,Spring,1
01-23-2026,"C-02 Ed, Edd n Edging!",0,0,0,0.0,C,0,0,0,0.0,Spring,2
01-23-2026,C-01 Avatar: Net Benders,0,0,0,0.0,C,0,0,0,0.0,Spring,3
01-23-2026,C-04 Peppa Dig,0,0,0,0.0,C,0,0,0,0.0,Spring,4
01-23-2026,C-05 Dragon Ballz Deep,0,0,0,0.0,C,0,0,0,0.0,Spring,5
01-23-2026,C-06 SpongeBall Spikepants,0,0,0,0.0,C,0,0,0,0.0,Spring,6
01-23-2026,C-18 Straw Hat Striker,0,0,0,0.0,C,0,0,0,0.0,Spring,7
01-23-2026,C-17 Scooby Do Me,0,0,0,0.0,C,0,0,0,0.0,Spring,8
01-23-2026,C-15 Powerpuff Passers,0,0,0,0.0,C,0,0,0,0.0,Spring,9
01-23-2026,C-14 Diva Slayers,0,0,0,0.0,C,0,0,0,0.0,Spring,10
01-23-2026,C-13 Thunder Kills,0,0,0,0.0,C,0,0,0,0.0,Spring,11
01-23-2026,C-12 The Magic Spikebus,0,0,0,0.0,C,0,0,0,0.0,Spring,12
01-23-2026,C-11 Trans Performers,0,0,0,0.0,C,0,0,0,0.0,Spring,13
01-23-2026,C-10 Courage the Cowardly Dig,0,0,0,0.0,C,0,0,0,0.0,Spring,14
01-23-2026,C-09 The Netsons,0,0,0,0.0,C,0,0,0,0.0,Spring,15
01-23-2026,C-08 Blocker's Home for Unimaginative Hitters,0,0,0,0.0,C,0,0,0,0.0,Spring,16
01-23-2026,C-07 Sailor Spikers,0,0,0,0.0,C,0,0,0,0.0,Spring,17
01-23-2026,C-16 The IncrediBalls,0,0,0,0.0,C,0,0,0,0.0,Spring,18
01-30-2026,"C-03 Sugar, Spike and",4,0,0,30.0,C,4,0,0,30.0,Spring,1
01-30-2026,C-05 Dragon Ballz Deep,3,1,0,24.0,C,3,1,0,24.0,Spring,2
01-30-2026,C-17 Scooby Do Me,3,1,0,19.0,C,3,1,0,19.0,Spring,3
01-30-2026,C-01 Avatar: Net Benders,3,1,0,12.0,C,3,1,0,12.0,Spring,4
01-30-2026,C-06 SpongeBall Spikepants,3,1,0,12.0,C,3,1,0,12.0,Spring,5
01-30-2026,C-14 Diva Slayers,3,1,0,9.0,C,3,1,0,9.0,Spring,6
01-30-2026,C-11 Trans Performers,3,1,0,5.0,C,3,1,0,5.0,Spring,7
01-30-2026,"C-02 Ed, Edd n Edging!",2,2,0,7.0,C,2,2,0,7.0,Spring,8
01-30-2026,C-13 Thunder Kills,2,2,0,5.0,C,2,2,0,5.0,Spring,9
01-30-2026,C-07 Sailor Spikers,2,2,0,5.0,C,2,2,0,5.0,Spring,10
01-30-2026,C-16 The IncrediBalls,2,2,0,0.0,C,2,2,0,0.0,Spring,11
01-30-2026,C-12 The Magic Spikebus,2,2,0,-1.0,C,2,2,0,-1.0,Spring,12
01-30-2026,C-10 Courage the Cowardly Dig,2,2,0,-5.0,C,2,2,0,-5.0,Spring,13
01-30-2026,C-08 Blocker's Home for Unimaginative Hitters,1,3,0,-4.0,C,1,3,0,-4.0,Spring,14
01-30-2026,C-09 The Netsons,1,3,0,-19.0,C,1,3,0,-19.0,Spring,15
01-30-2026,C-04 Peppa Dig,0,4,0,-28.0,C,0,4,0,-28.0,Spring,16
01-30-2026,C-15 Powerpuff Passers,0,4,0,-35.0,C,0,4,0,-35.0,Spring,17
01-30-2026,C-18 Straw Hat Striker,0,4,0,-36.0,C,0,4,0,-36.0,Spring,18
02-06-2026,C-05 Dragon Ballz Deep,4,0,0,25.0,C,7,1,0,49.0,Spring,1
02-06-2026,C-06 SpongeBall Spikepants,4,0,0,25.0,C,7,1,0,37.0,Spring,2
02-06-2026,C-17 Scooby Do Me,3,1,0,16.0,C,6,2,0,35.0,Spring,3
02-06-2026,C-01 Avatar: Net Benders,3,1,0,19.0,C,6,2,0,31.0,Spring,4
02-06-2026,C-13 Thunder Kills,4,0,0,20.0,C,6,2,0,25.0,Spring,5
02-06-2026,"C-03 Sugar, Spike and",1,3,0,-21.0,C,5,3,0,9.0,Spring,6
02-06-2026,C-12 The Magic Spikebus,3,1,0,10.0,C,5,3,0,9.0,Spring,7
02-06-2026,C-11 Trans Performers,2,2,0,-2.0,C,5,3,0,3.0,Spring,8
02-06-2026,"C-02 Ed, Edd n Edging!",2,1,1,8.0,C,4,3,1,15.0,Spring,9
02-06-2026,C-10 Courage the Cowardly Dig,2,1,1,5.0,C,4,3,1,0.0,Spring,10
02-06-2026,C-16 The IncrediBalls,2,2,0,2.0,C,4,4,0,2.0,Spring,11
02-06-2026,C-08 Blocker's Home for Unimaginative Hitters,2,2,0,10.0,C,3,5,0,6.0,Spring,12
02-06-2026,C-07 Sailor Spikers,1,3,0,-9.0,C,3,5,0,-4.0,Spring,13
02-06-2026,C-14 Diva Slayers,0,4,0,-23.0,C,3,5,0,-14.0,Spring,14
02-06-2026,C-04 Peppa Dig,1,3,0,-13.0,C,1,7,0,-41.0,Spring,15
02-06-2026,C-09 The Netsons,0,4,0,-26.0,C,1,7,0,-45.0,Spring,16
02-06-2026,C-18 Straw Hat Striker,1,3,0,-11.0,C,1,7,0,-47.0,Spring,17
02-06-2026,C-15 Powerpuff Passers,0,4,0,-35.0,C,0,8,0,-70.0,Spring,18
02-20-2026,C-06 SpongeBall Spikepants,4,0,0,18.0,C,11,1,0,55.0,Spring,1
02-20-2026,C-05 Dragon Ballz Deep,2,2,0,4.0,C,9,3,0,53.0,Spring,2
02-20-2026,C-13 Thunder Kills,3,1,0,22.0,C,9,3,0,47.0,Spring,3
02-20-2026,C-10 Courage the Cowardly Dig,4,0,0,19.0,C,8,3,1,19.0,Spring,4
02-20-2026,C-01 Avatar: Net Benders,2,2,0,-2.0,C,8,4,0,29.0,Spring,5
02-20-2026,C-11 Trans Performers,2,2,0,15.0,C,7,5,0,18.0,Spring,6
02-20-2026,"C-03 Sugar, Spike and",2,2,0,-3.0,C,7,5,0,6.0,Spring,7
02-20-2026,"C-02 Ed, Edd n Edging!",2,2,0,-1.0,C,6,5,1,14.0,Spring,8
02-20-2026,C-17 Scooby Do Me,0,4,0,-21.0,C,6,6,0,14.0,Spring,9
02-20-2026,C-14 Diva Slayers,3,1,0,21.0,C,6,6,0,7.0,Spring,10
02-20-2026,C-16 The IncrediBalls,2,2,0,-3.0,C,6,6,0,-1.0,Spring,11
02-20-2026,C-12 The Magic Spikebus,1,3,0,-20.0,C,6,6,0,-11.0,Spring,12
02-20-2026,C-07 Sailor Spikers,2,2,0,3.0,C,5,7,0,-1.0,Spring,13
02-20-2026,C-08 Blocker's Home for Unimaginative Hitters,1,3,0,-17.0,C,4,8,0,-11.0,Spring,14
02-20-2026,C-04 Peppa Dig,2,2,0,4.0,C,3,9,0,-37.0,Spring,15
02-20-2026,C-09 The Netsons,2,2,0,-1.0,C,3,9,0,-46.0,Spring,16
02-20-2026,C-18 Straw Hat Striker,2,2,0,-4.0,C,3,9,0,-51.0,Spring,17
02-20-2026,C-15 Powerpuff Passers,0,4,0,-34.0,C,0,12,0,-104.0,Spring,18
02-27-2026,C-06 SpongeBall Spikepants,0,0,0,0.0,C,11,1,0,55.0,Spring,1
02-27-2026,C-05 Dragon Ballz Deep,0,0,0,0.0,C,9,3,0,53.0,Spring,2
02-27-2026,C-13 Thunder Kills,0,0,0,0.0,C,9,3,0,47.0,Spring,3
02-27-2026,C-10 Courage the Cowardly Dig,0,0,0,0.0,C,8,3,1,19.0,Spring,4
02-27-2026,C-01 Avatar: Net Benders,0,0,0,0.0,C,8,4,0,29.0,Spring,5
02-27-2026,C-11 Trans Performers,0,0,0,0.0,C,7,5,0,18.0,Spring,6
02-27-2026,"C-03 Sugar, Spike and",0,0,0,0.0,C,7,5,0,6.0,Spring,7
02-27-2026,"C-02 Ed, Edd n Edging!",0,0,0,0.0,C,6,5,1,14.0,Spring,8
02-27-2026,C-17 Scooby Do Me,0,0,0,0.0,C,6,6,0,14.0,Spring,9
02-27-2026,C-14 Diva Slayers,0,0,0,0.0,C,6,6,0,7.0,Spring,10
02-27-2026,C-16 The IncrediBalls,0,0,0,0.0,C,6,6,0,-1.0,Spring,11
02-27-2026,C-12 The Magic Spikebus,0,0,0,0.0,C,6,6,0,-11.0,Spring,12
02-27-2026,C-07 Sailor Spikers,0,0,0,0.0,C,5,7,0,-1.0,Spring,13
02-27-2026,C-08 Blocker's Home for Unimaginative Hitters,0,0,0,0.0,C,4,8,0,-11.0,Spring,14
02-27-2026,C-04 Peppa Dig,0,0,0,0.0,C,3,9,0,-37.0,Spring,15
02-27-2026,C-09 The Netsons,0,0,0,0.0,C,3,9,0,-46.0,Spring,16
